id,nome,telefone,endereco,cidade,tipo_servico,avaliacao,link_maps,status,created_at,updated_at
1,Mérito Acompanhamento Escolar,(62) 3642-7613,Avenida dos Alpes,Aparecida de Goiânia-GO,Aulas particulares,"4,8",https://www.google.com/maps/place/M%C3%A9rito+Acompanhamento+Escolar/data=!4m7!3m6!1s0x935ef6ea7f01cb89:0x4b218cf1d0ddccbe!8m2!3d-16.70698!4d-49.303849!16s%2Fg%2F1vvdw987!19sChIJicsBf-r2XpMRvszd0PGMIUs?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
2,Betel Reforço escolar e Atendimento Psicopedagógico,(62) 99819-0354,"R. Brasília, Q 40 - L 03",Aparecida de Goiânia-GO,Aulas particulares,"5,0",https://www.google.com/maps/place/Betel+Refor%C3%A7o+escolar+e+Atendimento+Psicopedag%C3%B3gico/data=!4m7!3m6!1s0x935ef7eea2ce0f2d:0x23a97479e994ba65!8m2!3d-16.7972621!4d-49.3572741!16s%2Fg%2F11x90pjml2!19sChIJLQ_Oou73XpMRZbqU6Xl0qSM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
3,Escola De Reforço Saber Mais,(62) 99551-9243,·,Aparecida de Goiânia-GO,Instituição educacional,"5,0",https://www.google.com/maps/place/Escola+De+Refor%C3%A7o+Saber+Mais/data=!4m7!3m6!1s0x935efbd9722983ef:0x6f47dd2da381a1d9!8m2!3d-16.752675!4d-49.224114!16s%2Fg%2F11n_wf10c2!19sChIJ74Mpctn7XpMR2aGBoy3dR28?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
4,Aulas de reforço Professora Márcia (tia Marcinha) especialista em alfabetização ajuda nas tarefas trabalhos leitura,(62) 98598-7862,·,Aparecida de Goiânia-GO,Escola,"5,0",https://www.google.com/maps/place/Aulas+de+refor%C3%A7o+Professora+M%C3%A1rcia+%28tia+Marcinha%29+especialista+em+alfabetiza%C3%A7%C3%A3o+ajuda+nas+tarefas+trabalhos+leitura/data=!4m7!3m6!1s0x935ef9f962188c9b:0x1cdfa8b681902efa!8m2!3d-16.7985179!4d-49.347291!16s%2Fg%2F11tcxp7jtv!19sChIJm4wYYvn5XpMR-i6Qgbao3xw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
5,"Company Coelho - Psicopedagogia, Aulas Particulares e Reforço Escolar em Aparecida de Goiânia",(62) 99289-7664,"Rua Luis Astolfo de Amorim (esquina com a rua x-06, chácara, 4 - qd E",Aparecida de Goiânia-GO,Aulas particulares,"5,0","https://www.google.com/maps/place/Company+Coelho+-+Psicopedagogia,+Aulas+Particulares+e+Refor%C3%A7o+Escolar+em+Aparecida+de+Goi%C3%A2nia/data=!4m7!3m6!1s0x935ef908031739b3:0xc07dd99b6bc5de4!8m2!3d-16.7879217!4d-49.2861626!16s%2Fg%2F11thlrwzr1!19sChIJszkXAwj5XpMR5F28tpndBww?authuser=0&hl=pt-BR&rclk=1",novo,2026-01-27 14:07:53,2026-01-27 14:07:53
6,Reforço Escolar Tia Manu,(62) 98485-2259,Av. V-4 Qd.158 Lt. 06 Cidade Vera Cruz ll,Aparecida de Goiânia-GO,Educador(a) especial,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Tia+Manu/data=!4m7!3m6!1s0x935ef9c59edd4497:0xf49f59bee67e186e!8m2!3d-16.7606351!4d-49.2928654!16s%2Fg%2F11why_5jzv!19sChIJl0TdnsX5XpMRbhh-5r5Zn_Q?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
7,Apoio pedagogico professora Nádya Lisboa,(62) 98540-7703,·,Aparecida de Goiânia-GO,Aulas particulares,"5,0",https://www.google.com/maps/place/Apoio+pedagogico+professora+N%C3%A1dya+Lisboa/data=!4m7!3m6!1s0x935efb9aa913b547:0x53b4d115bb9e5f24!8m2!3d-16.7807555!4d-49.2706479!16s%2Fg%2F11tk77gmyn!19sChIJR7UTqZr7XpMRJF-euxXRtFM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
8,Reforço Escolar - Prof Cristiane Maria,(62) 99816-2617,"Av. das Mangueiras, Qd. 48 - Lt. 09",Aparecida de Goiânia-GO,Educador(a) especial,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+-+Prof+Cristiane+Maria/data=!4m7!3m6!1s0x935efba16911d421:0x1d6fcc2f3a5e59c5!8m2!3d-16.7601045!4d-49.2570064!16s%2Fg%2F11w21gq1gt!19sChIJIdQRaaH7XpMRxVleOi_Mbx0?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
9,Para Casa Espaço Pedagógico - Reforço Escolar,(62) 98132-7888,·,Aparecida de Goiânia-GO,Aulas particulares,"5,0",https://www.google.com/maps/place/Para+Casa+Espa%C3%A7o+Pedag%C3%B3gico+-+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x935efb5161fbeb73:0x1b306e6b2983934e!8m2!3d-16.8187711!4d-49.2581411!16s%2Fg%2F11ts2y1z89!19sChIJc-v7YVH7XpMRTpODKWtuMBs?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
10,ABCD Reforço Escolar,(62) 98550-2860,·,Aparecida de Goiânia-GO,Ensino Fundamental,,https://www.google.com/maps/place/ABCD+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x935ef100312ce0cb:0xbc3e6f8e929080af!8m2!3d-16.7480434!4d-49.2809278!16s%2Fg%2F11lcj8py2t!19sChIJy-AsMQDxXpMRr4CQko5vPrw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
11,Reforço Escolar infantil,(62) 99467-8854,·,Aparecida de Goiânia-GO,Educação a domicílio,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+infantil/data=!4m7!3m6!1s0x6f794e158840e01f:0x3c9cd04446f0ab9e!8m2!3d-16.7958819!4d-49.2797329!16s%2Fg%2F11xtm74clv!19sChIJH-BAiBVOeW8RnqvwRkTQnDw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
12,Reforço Escolar - Espaço Evolução prof. Aline Freitas (aulas particulares/ apoio pedagógico,(62) 99339-3463,"R. dos Andrades, Qd.28 - Lt 10",Aparecida de Goiânia-GO,Aulas particulares,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+-+Espa%C3%A7o+Evolu%C3%A7%C3%A3o+prof.+Aline+Freitas+%28aulas+particulares%2F+apoio+pedag%C3%B3gico/data=!4m7!3m6!1s0x935efb9e31d821a7:0xfc6f29c657e126b3!8m2!3d-16.825203!4d-49.2519669!16s%2Fg%2F11vkgdp28_!19sChIJpyHYMZ77XpMRsybhV8Ypb_w?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
13,Reforço Escolar Apoema,(79) 99600-2361,·,Aracaju-SE,Centro Educacional,"4,7",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Apoema/data=!4m7!3m6!1s0x71ab1e7531a3a5d:0x4375f0a6ff001ed0!8m2!3d-10.9701491!4d-37.0686077!16s%2Fg%2F11rghctj3x!19sChIJXToaU-exGgcR0B4A_6bwdUM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
14,Reforço Escolar Essencial,(79) 99949-0572,"Av. Padre Nestor Sampaio, 306",Aracaju-SE,Aulas particulares,"4,9",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Essencial/data=!4m7!3m6!1s0x71ab3c0b774fc71:0xaba73334fc2f1fe0!8m2!3d-10.9372238!4d-37.0660059!16s%2Fg%2F11h07ynqy!19sChIJcfx0t8CzGgcR4B8v_DQzp6s?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
15,Reforço Escolar Oficina do Saber,(79) 98835-2781,·,Aracaju-SE,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Oficina+do+Saber/data=!4m7!3m6!1s0x71ab38f4edb132d:0x8c8a68e04c75109!8m2!3d-10.932882!4d-37.055064!16s%2Fg%2F11gs4rzwdn!19sChIJLRPbTo-zGgcRCVHHBI6myAg?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
16,Reforço escolar Tia Rozana,(79) 98854-5215,·,Aracaju-SE,Centro de educação pré-escolar,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+escolar+Tia+Rozana/data=!4m7!3m6!1s0x71ab3ea2614ffdf:0x6f4680162b8d103e!8m2!3d-10.8870901!4d-37.0756998!16s%2Fg%2F11shn_8qf8!19sChIJ3_8UJuqzGgcRPhCNKxaARm8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
17,Reforço Escolar Futuro Esplêndido | Reforço Escolar no Ponto Novo,(79) 98853-3533,·,Aracaju-SE,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Futuro+Espl%C3%AAndido+%7C+Refor%C3%A7o+Escolar+no+Ponto+Novo/data=!4m7!3m6!1s0x71ab3df2e53cee9:0xef49db66e5affd25!8m2!3d-10.9368247!4d-37.0704798!16s%2Fg%2F11nz17893j!19sChIJ6c5TLt-zGgcRJf2v5WbbSe8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
18,Reforço Escolar Evoluir,(79) 99123-8614,·,Aracaju-SE,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Evoluir/data=!4m7!3m6!1s0x71ab3bd3fae3023:0x9252c24e0bc93229!8m2!3d-10.9074266!4d-37.0711098!16s%2Fg%2F11h0094_jx!19sChIJIzCuP72zGgcRKTLJC07CUpI?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
19,Aprimore Reforço Escolar,(79) 99971-9834,·,Aracaju-SE,Aulas particulares,"4,9",https://www.google.com/maps/place/Aprimore+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab3366337601b:0x52ef92c178d73bb7!8m2!3d-10.94474!4d-37.0674101!16s%2Fg%2F11tf393vwn!19sChIJG2A3YzazGgcRtzvXeMGS71I?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
20,Reforço Escolar Imaculada Conceição,(79) 3231-2182,·,Aracaju-SE,Aulas particulares,"4,9",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Imaculada+Concei%C3%A7%C3%A3o/data=!4m7!3m6!1s0x71ab3bf1f89fd53:0x39478216e6f8fbfe!8m2!3d-10.9370329!4d-37.0671057!16s%2Fg%2F1tj73s_d!19sChIJU_2JH7-zGgcR_vv45haCRzk?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
21,Reforço Escolar Alegria De Saber,01940694,·,Aracaju-SE,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Alegria+De+Saber/data=!4m7!3m6!1s0x71ab320da8ce287:0x9bddaf23ad21c75e!8m2!3d-10.892999!4d-37.080822!16s%2Fg%2F11cs2wlz0g!19sChIJh-KM2iCzGgcRXschrSOv3Zs?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
22,Reforço Escolar Tia Lu,(79) 99971-2282,·,Aracaju-SE,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Tia+Lu/data=!4m7!3m6!1s0x71ab3b5f73cadc1:0x3cf021363ac4887!8m2!3d-10.9347866!4d-37.0784223!16s%2Fg%2F11gfk7xcv_!19sChIJwa0897WzGgcRh0isYxMCzwM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
23,Thaiane Ensina - Reforço Escolar Personalizado,(79) 99816-1618,·,Aracaju-SE,Aulas particulares,"4,7",https://www.google.com/maps/place/Thaiane+Ensina+-+Refor%C3%A7o+Escolar+Personalizado/data=!4m7!3m6!1s0x71ab39991cd7817:0xc3fc2f97993974a1!8m2!3d-10.9448973!4d-37.0626316!16s%2Fg%2F11hbgjdw8y!19sChIJF3jNkZmzGgcRoXQ5mZcv_MM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
24,Tutores Aracaju Jardins Reforço Escolar - Aula Particular - Tutoria,(79) 99911-7172,·,Aracaju-SE,Aulas particulares,"5,0",https://www.google.com/maps/place/Tutores+Aracaju+Jardins+Refor%C3%A7o+Escolar+-+Aula+Particular+-+Tutoria/data=!4m7!3m6!1s0x70ffb639d7f7da9:0x3b60ca93887ee82c!8m2!3d-10.9516976!4d-37.0929115!16s%2Fg%2F11h585_rj6!19sChIJqX1_nWP7DwcRLOh-iJPKYDs?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
25,Gennius Reforço Escolar,(79) 98175-3087,"R. Isaías Amancio de Jesus, 115",Aracaju-SE,Aulas particulares,"5,0",https://www.google.com/maps/place/Gennius+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab39cecd628d3:0x152d01e242b9313c!8m2!3d-10.9311906!4d-37.0716606!16s%2Fg%2F11t6kyb346!19sChIJ0yjW7JyzGgcRPDG5QuIBLRU?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
26,Aprimora+ Reforço Escolar,(79) 99879-9120,"R. Péricles Muniz Barreto, 200",Aracaju-SE,Aulas particulares,"5,0",https://www.google.com/maps/place/Aprimora%2B+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab32de2de853b:0xcaac46bf29d45316!8m2!3d-10.92902!4d-37.0532259!16s%2Fg%2F11vrtc367q!19sChIJO4Xe4i2zGgcRFlPUKb9GrMo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
27,Reforço Escolar santos Dumont.,(79) 98851-8740,R. José Gomes de Almeida,Aracaju-SE,Associação de apoio aos alunos,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+santos+Dumont./data=!4m7!3m6!1s0x71ab3f2ca532597:0xe84aee2c00c71738!8m2!3d-10.8946459!4d-37.0837847!16s%2Fg%2F11rjsf1ddy!19sChIJlyVTyvKzGgcROBfHACzuSug?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
28,E & M Reforço Escolar,(79) 99800-0506,·,Aracaju-SE,Escola,"4,5",https://www.google.com/maps/place/E+%26+M+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab311d0ee9e19:0x2f700d255519375d!8m2!3d-10.9369104!4d-37.0724189!16s%2Fg%2F11h1yh6dz3!19sChIJGZ7u0BGzGgcRXTcZVSUNcC8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
29,Ateliê de Estudos-Reforço Escolar,(79) 99977-3382,"R. Lourival Andrade, 615",Aracaju-SE,Aulas particulares,"5,0",https://www.google.com/maps/place/Ateli%C3%AA+de+Estudos-Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab143bb25ce55:0x7afc1d3efadbf9e3!8m2!3d-10.9552883!4d-37.070428!16s%2Fg%2F11vpr0gsrl!19sChIJVc4lu0OxGgcR4_nb-j4d_Ho?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
30,Reforço Escolar Hora de Revisar,(79) 99601-9212,·,Aracaju-SE,Centro de educação pré-escolar,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Hora+de+Revisar/data=!4m7!3m6!1s0x7054d6d8140cba3:0x55fb9b0c4b993f12!8m2!3d-10.876579!4d-37.0516986!16s%2Fg%2F11t4q91pc9!19sChIJo8tAgW1NBQcREj-ZSwyb-1U?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
31,Clube de Estudos - Reforço Escolar,(79) 99117-9598,"R. José de Alençar Cardoso Neto, 70",Aracaju-SE,Centro educacional,"5,0",https://www.google.com/maps/place/Clube+de+Estudos+-+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab393e13aec7f:0xde3a3d6017a64831!8m2!3d-10.9380012!4d-37.0584883!16s%2Fg%2F11wnqd6vgg!19sChIJf-w64ZOzGgcRMUimF2A9Ot4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
32,Reforço escolar Tia Jéssica,(79) 99852-2096,"R. 38, 641",Aracaju-SE,Aulas particulares,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+escolar+Tia+J%C3%A9ssica/data=!4m7!3m6!1s0x71ab17e8f87bde1:0xf9af9be703285d97!8m2!3d-10.9761119!4d-37.1014636!16s%2Fg%2F11xl6f45rs!19sChIJ4b2Hj36xGgcRl10oA-ebr_k?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
33,"Aulas de Matemática, Física, Química e Biologia em Aracaju | Reforço Escolar com o Prof. Alysson - Mais Fácil de Entender",(79) 99628-5612,Praça Dr. Pedro Garcia Moreno,Aracaju-SE,Aulas particulares,"5,0","https://www.google.com/maps/place/Aulas+de+Matem%C3%A1tica,+F%C3%ADsica,+Qu%C3%ADmica+e+Biologia+em+Aracaju+%7C+Refor%C3%A7o+Escolar+com+o+Prof.+Alysson+-+Mais+F%C3%A1cil+de+Entender/data=!4m7!3m6!1s0x71ab389b9267ff5:0x91c61b317c142acf!8m2!3d-10.9381415!4d-37.056785!16s%2Fg%2F11yczcs_5s!19sChIJ9X8muYmzGgcRzyoUfDEbxpE?authuser=0&hl=pt-BR&rclk=1",novo,2026-01-27 14:07:53,2026-01-27 14:07:53
34,Reforço Escolar Tia May,(79) 99892-4394,"R. Dr. Yolando Vieira de Melo, 581",Aracaju-SE,Aulas particulares,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Tia+May/data=!4m7!3m6!1s0x71ab13ace1782ff:0x9fccd64c9548ad13!8m2!3d-10.9799951!4d-37.0486923!16s%2Fg%2F11kphly4qj!19sChIJ_4IXzjqxGgcRE61IlUzWzJ8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
35,Reforço Escolar Sonho Encantado,(79) 99683-4619,·,Aracaju-SE,Centro Educacional,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Sonho+Encantado/data=!4m7!3m6!1s0x71ab3003cb35093:0x67034710d6ce471a!8m2!3d-10.8904081!4d-37.0940115!16s%2Fg%2F11y27czb_k!19sChIJk1CzPACzGgcRGkfO1hBHA2c?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
36,Aprovar Reforço Escolar,(79) 98852-9071,"Rua José Elson Fontes, 36",Aracaju-SE,Centro Educacional,,https://www.google.com/maps/place/Aprovar+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab3a0ec82455f:0xa277a24c6ffb65b3!8m2!3d-10.9321183!4d-37.0657965!16s%2Fg%2F11g0451253!19sChIJX0WC7KCzGgcRs2X7b0yid6I?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
37,Cia do Saber Reforço Escolar,(79) 99818-3503,·,Aracaju-SE,Colégio privado,,https://www.google.com/maps/place/Cia+do+Saber+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab3a913298679:0xd7f10796ea1322df!8m2!3d-10.9452318!4d-37.0872843!16s%2Fg%2F11jg8wlnsw!19sChIJeYYpE6mzGgcR3yIT6pYH8dc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
38,Reforço Escolar Michel Andrade,(79) 99866-7568,"R. Armando Barros, 56",Aracaju-SE,Aulas particulares,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Michel+Andrade/data=!4m7!3m6!1s0x71ab3841cf402dd:0xb7db51ba9c53af79!8m2!3d-10.934563!4d-37.0631975!16s%2Fg%2F11g2x8z9g3!19sChIJ3QL0HISzGgcRea9TnLpR27c?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
39,SELF Reforço Escolar,(79) 99138-7612,·,Aracaju-SE,Escola de ensino médio,,https://www.google.com/maps/place/SELF+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab3be6aeb2ab5:0x43611b478e9901a7!8m2!3d-10.933392!4d-37.0650755!16s%2Fg%2F1tx8tdnh!19sChIJtSrrar6zGgcRpwGZjkcbYUM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
40,CURSO MEGA REFORÇO ESCOLAR,(79) 98801-7343,·,Aracaju-SE,Escola,"5,0",https://www.google.com/maps/place/CURSO+MEGA+REFOR%C3%87O+ESCOLAR/data=!4m7!3m6!1s0x71ab13704241d95:0xaaae5d3c9e6a00e6!8m2!3d-10.9734775!4d-37.0684572!16s%2Fg%2F11flbswmtj!19sChIJlR0kBDexGgcR5gBqnjxdrqo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
41,Espaço do Aprender,(79) 99104-1819,·,Aracaju-SE,Aulas particulares,"4,5",https://www.google.com/maps/place/Espa%C3%A7o+do+Aprender/data=!4m7!3m6!1s0x71ab3c3c75979a1:0xf217695b94ca4c87!8m2!3d-10.942744!4d-37.0650834!16s%2Fg%2F11bbx0536x!19sChIJoXlZx8OzGgcRh0zKlFtpF_I?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
42,Reforço Escolar Ta dificil Nada,(79) 98807-2081,R. Maria Lúcia Góis,Aracaju-SE,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Ta+dificil+Nada/data=!4m7!3m6!1s0x71ab38785fac73f:0x15c4af3e219eafaf!8m2!3d-10.8875856!4d-37.094714!16s%2Fg%2F11m9_v8p0b!19sChIJP8f6hYezGgcRr6-eIT6vxBU?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
43,"Reforço Escolar Tia Érica, aruana, Aruanda, zona de expansão",(79) 98820-9996,·,Aracaju-SE,Escola,,"https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Tia+%C3%89rica,+aruana,+Aruanda,+zona+de+expans%C3%A3o/data=!4m7!3m6!1s0x71ab3a9b9e57727:0x341e02de8a8bae36!8m2!3d-10.9964409!4d-37.0845664!16s%2Fg%2F11qs2csrql!19sChIJJ3fluamzGgcRNq6Lit4CHjQ?authuser=0&hl=pt-BR&rclk=1",novo,2026-01-27 14:07:53,2026-01-27 14:07:53
44,Tia Sil Psicopedagoga e Reforço Escolar Aracaju,(79) 99158-2233,·,Aracaju-SE,Educação a domicílio,,https://www.google.com/maps/place/Tia+Sil+Psicopedagoga+e+Refor%C3%A7o+Escolar+Aracaju/data=!4m7!3m6!1s0x71ab31bdbc4bf63:0x86d2f9b4fb3ad3b9!8m2!3d-10.9355082!4d-37.0730887!16s%2Fg%2F11vsgshf9c!19sChIJY7_E2xuzGgcRudM6-7T50oY?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
45,Reforço Escolar Professora Aline Vitória,(79) 98110-6943,·,Aracaju-SE,Pré-escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Professora+Aline+Vit%C3%B3ria/data=!4m7!3m6!1s0x71ab30006c4ed67:0x7a7ea89c1089950d!8m2!3d-10.8812298!4d-37.0816653!16s%2Fg%2F11y44hphwf!19sChIJZ-3EBgCzGgcRDZWJEJyofno?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
46,Reforço Escolar Encontro do Saber,(79) 98865-1068,"R. Mato Grosso, 1024",Aracaju-SE,Escola,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Encontro+do+Saber/data=!4m7!3m6!1s0x71ab30f0f834279:0x114b2d1479a1703e!8m2!3d-10.9065978!4d-37.0764167!16s%2Fg%2F11w7hb8lzn!19sChIJeUKDDw-zGgcRPnCheRQtSxE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
47,Reforço Especializado Aprender,(79) 99832-0794,·,Aracaju-SE,Centro educacional,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Especializado+Aprender/data=!4m7!3m6!1s0x71ab3f7e0817517:0xd2d1dabdf3c70f52!8m2!3d-10.9467728!4d-37.0650484!16s%2Fg%2F11wc92mcxs!19sChIJF3WB4PezGgcRUg_H873a0dI?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
48,Reforço Escolar Maria Rita Tavares,(79) 99991-4965,·,Aracaju-SE,Ensino Fundamental,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Maria+Rita+Tavares/data=!4m7!3m6!1s0x71ab384f0bbb323:0x1c4071d0804b7630!8m2!3d-10.8854226!4d-37.0846425!16s%2Fg%2F11q4hlx74v!19sChIJI7O78ISzGgcRMHZLgNBxQBw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
49,Curso e Reforço Alfa,(79) 3042-6828,·,Aracaju-SE,Escola,"4,8",https://www.google.com/maps/place/Curso+e+Refor%C3%A7o+Alfa/data=!4m7!3m6!1s0x71ab3d2ddd98bc9:0x8cb56fc5e0e5f5bc!8m2!3d-10.9461256!4d-37.0817309!16s%2Fg%2F11b64mbdb1!19sChIJyYvZ3dKzGgcRvPXl4MVvtYw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
50,Superando Limites Reforço Escolar,(79) 99673-0394,·,Aracaju-SE,Centro escolar,"5,0",https://www.google.com/maps/place/Superando+Limites+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x71ab39167b9f475:0x87693950603706ff!8m2!3d-10.926442!4d-37.1224104!16s%2Fg%2F11lzdhyxdt!19sChIJdfS5Z5GzGgcR_wY3YFA5aYc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
51,Reforço Escolar Objetivo,(79) 99936-0861,·,Aracaju-SE,Escola,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Objetivo/data=!4m7!3m6!1s0x71ab3a59d994f71:0x56ff8f0f53ee6f3a!8m2!3d-10.9277272!4d-37.0719915!16s%2Fg%2F11c2y7bjdd!19sChIJcU-ZnaWzGgcROm_uUw-P_1Y?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
52,Reforço Escolar Fonte de Luz,(79) 3246-2803,"R. Fenelon Santos, 172",Aracaju-SE,Escola,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Fonte+de+Luz/data=!4m7!3m6!1s0x71ab390787bed79:0x81ecb99c3b811021!8m2!3d-10.9291993!4d-37.0529668!16s%2Fg%2F11b6d089kr!19sChIJee17eJCzGgcRIRCBO5y57IE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:53,2026-01-27 14:07:53
