id,nome,telefone,endereco,cidade,tipo_servico,avaliacao,link_maps,status,created_at,updated_at
1697,Reforço escolar tia Jennyffer,(81) 98723-0541,"Av. Aníbal Benévolo, 1767",Recife-PN,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+escolar+tia+Jennyffer/data=!4m7!3m6!1s0x7ab193b65aa4f2d:0xa66c2cb22bafc42!8m2!3d-8.0118884!4d-34.9042489!16s%2Fg%2F11khsldpxn!19sChIJLU-qZTsZqwcRQvy6IsvCZgo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1698,Reforço Escolar Espaço do saber,(81) 98835-9508,Av. Tancredo Neves,Recife-PN,Escola de educação geral,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Espa%C3%A7o+do+saber/data=!4m7!3m6!1s0x7ab176e6a470135:0x8f9129834e7d0c95!8m2!3d-7.995976!4d-34.9247327!16s%2Fg%2F11xp3ghfy3!19sChIJNQFHam4XqwcRlQx9ToMpkY8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1699,Reforço da Tia Polly,(81) 99308-0841,"R. Cruz e Souza, 42",Recife-PN,Aulas particulares,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+da+Tia+Polly/data=!4m7!3m6!1s0x7ab1e5b8ee83d05:0xf0755b288ca02089!8m2!3d-8.1144413!4d-34.9226528!16s%2Fg%2F1ptz0s5k2!19sChIJBT3ojlseqwcRiSCgjChbdfA?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1700,Reforço escolar doce ensino,(81) 98405-9433,R. José de Holanda,Recife-PN,Escola,,https://www.google.com/maps/place/Refor%C3%A7o+escolar+doce+ensino/data=!4m7!3m6!1s0x7ab1900274b43cd:0xe55a6c93618bff63!8m2!3d-8.0450386!4d-34.9094867!16s%2Fg%2F11y30zbz6v!19sChIJzUNLJwAZqwcRY_-LYZNsWuU?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1701,SIM Cursos Preparatório e Reforço Escolar,(81) 99231-3358,·,Recife-PN,Escola de Matemática,"5,0",https://www.google.com/maps/place/SIM+Cursos+Preparato%CC%81rio+e+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x7ab1c1f6da853bd:0x4ae17df1a092a3e8!8m2!3d-8.0801815!4d-34.9364278!16s%2Fg%2F1q5gr_kgv!19sChIJvVOobR8cqwcR6KOSoPF94Uo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1702,HUB EDUCACIONAL - Foca nos Estudos,(81) 99887-8024,"Av. Conselheiro Aguiar, 1360",Recife-PN,Centro educacional,"5,0",https://www.google.com/maps/place/HUB+EDUCACIONAL+-+Foca+nos+Estudos/data=!4m7!3m6!1s0x7ab1ffc6a817911:0x1fe99a7bea52cc51!8m2!3d-8.1023243!4d-34.8878484!16s%2Fg%2F11qztcsv__!19sChIJEXmBavwfqwcRUcxS6nua6R8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1703,Espaço Instruir Reforço Escolar,(81) 98595-8416,R. Umburanas,Recife-PN,Escola,,https://www.google.com/maps/place/Espa%C3%A7o+Instruir+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x7ab19dcf7da7055:0xcb1af851b6f6747!8m2!3d-8.0629904!4d-34.9208183!16s%2Fg%2F11jwyw0gj8!19sChIJVXDa99wZqwcRR2dvG4WvsQw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1704,Calculando - Cursos Preparatórios | ENEM | SSA | Reforço Escolar,(81) 99207-9901,"Av. Conselheiro Rosa e Silva, 1460 - 7º andar",Recife-PN,Escola preparatória,"5,0",https://www.google.com/maps/place/Calculando+-+Cursos+Preparat%C3%B3rios+%7C+ENEM+%7C+SSA+%7C+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x7ab19baa3deb115:0x11f3ce471f1446e8!8m2!3d-8.0389164!4d-34.8997535!16s%2Fg%2F11vs3r71sj!19sChIJFbHeo7oZqwcR6EYUH0fO8xE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1705,Reforço escolar Veronica Andrade,(81) 3028-4040,"R. Prof. Antônio Coelho, 40",Recife-PN,Escola,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+escolar+Veronica+Andrade/data=!4m7!3m6!1s0x7ab197b968983dd:0x5cd83aa63cc7d98e!8m2!3d-8.0383216!4d-34.9440133!16s%2Fg%2F11fx0rvc5l!19sChIJ3YOJlnsZqwcRjtnHPKY62Fw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1706,Tia Márcia Reforço Escolar,(81) 98877-9370,·,Recife-PN,Centro de educação pré-escolar,"5,0",https://www.google.com/maps/place/Tia+M%C3%A1rcia+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x7ab1ec1c6db8497:0x2a27ee002c7fadf0!8m2!3d-8.0788817!4d-34.9365921!16s%2Fg%2F1tfsc17m!19sChIJl4TbxsEeqwcR8K1_LADuJyo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1707,Reforço escolar espaço literário,(81) 98445-8213,"R. Amoroso Costa, 230",Recife-PN,Escola de educação geral,,https://www.google.com/maps/place/Refor%C3%A7o+escolar+espa%C3%A7o+liter%C3%A1rio/data=!4m7!3m6!1s0x7ab1b5e65f448b9:0x8c2bccbae79d1b20!8m2!3d-8.0360695!4d-34.9572984!16s%2Fg%2F11ld7vyjh_!19sChIJuUj0ZV4bqwcRIBud57rMK4w?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1708,Cantinho do Reforço,(81) 98546-0997,"Av. Manaus, 145",Recife-PN,Centro educacional,"5,0",https://www.google.com/maps/place/Cantinho+do+Refor%C3%A7o/data=!4m7!3m6!1s0x7ab1f75152f1873:0x5eaaab6b974bef36!8m2!3d-8.1179687!4d-34.9472619!16s%2Fg%2F11lcft9tw5!19sChIJcxgvFXUfqwcRNu9Ll2urql4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1709,DESCOMPLICANDO-Reforço escolar,(81) 99755-8500,"R. José Ramos de Vasconcelos, 863",Recife-PN,Escola,"5,0",https://www.google.com/maps/place/DESCOMPLICANDO-Refor%C3%A7o+escolar/data=!4m7!3m6!1s0x7ab190c6c4c98cb:0x54b30b7c77ee071d!8m2!3d-7.9099167!4d-34.8357989!16s%2Fg%2F11mvtwbzcf!19sChIJy5hMbAwZqwcRHQfud3wLs1Q?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1710,Reforço escolar e aulas particulares matemática Profa Cristiane Dourado,(81) 99877-0301,R. do Espinheiro,Recife-PN,Aulas particulares,,https://www.google.com/maps/place/Refor%C3%A7o+escolar+e+aulas+particulares+matem%C3%A1tica+Profa+Cristiane+Dourado/data=!4m7!3m6!1s0x7ab196b24000617:0xb2018a9faa0c801e!8m2!3d-8.0416549!4d-34.8916588!16s%2Fg%2F11tghtc1zt!19sChIJFwYAJGsZqwcRHoAMqp-KAbI?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1711,Banca De Estudos Didática reforço,(81) 99185-6389,·,Recife-PN,Escola,"5,0",https://www.google.com/maps/place/Banca+De+Estudos+Did%C3%A1tica+refor%C3%A7o/data=!4m7!3m6!1s0x7ab1ebb4c2ca251:0x4ffaf1c1af2ae9c5!8m2!3d-8.0834338!4d-34.9392036!16s%2Fg%2F11dfgsxfyw!19sChIJUaIsTLseqwcRxekqr8Hx-k8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1712,Banca de Estudos – Aprender+ PRO,(81) 99616-7946,"R. Ernesto de Paula Santos, 1172",Recife-PN,Aulas particulares,"5,0",https://www.google.com/maps/place/Banca+de+Estudos+%E2%80%93+Aprender%2B+PRO/data=!4m7!3m6!1s0x7ab1f0039896cab:0x9a3e843e93624cd5!8m2!3d-8.1240096!4d-34.9061819!16s%2Fg%2F11w37v5xdp!19sChIJq2yJOQAfqwcR1Uxikz6EPpo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1713,Keyla Azevedo Reforço escolar,(81) 99680-6519,"R. Araripe, 61",Recife-PN,Centro Educacional,,https://www.google.com/maps/place/Keyla+Azevedo+Refor%C3%A7o+escolar/data=!4m7!3m6!1s0x7ab1f3b8c49e4f7:0xe43eac625d44ff20!8m2!3d-8.0934708!4d-34.9354942!16s%2Fg%2F11pc1y6ykr!19sChIJ9-RJjDsfqwcRIP9EXWKsPuQ?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1714,Colégio Espaço Aprender,(81) 3222-1132,·,Recife-PN,Centro educacional,"5,0",https://www.google.com/maps/place/Col%C3%A9gio+Espa%C3%A7o+Aprender/data=!4m7!3m6!1s0x7ab1f88fcb97e47:0x138c9783d639b57f!8m2!3d-8.1373213!4d-34.9073481!16s%2Fg%2F11g_x9svz4!19sChIJR365_IgfqwcRf7U51oOXjBM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1715,Mc Reforço Escolar,(81) 98700-2821,"R. Córrego José Grande, 207",Recife-PN,Escola de educação geral,,https://www.google.com/maps/place/Mc+Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x7ab194c80415b61:0xc4abf8bf59957476!8m2!3d-8.0174887!4d-34.9103643!16s%2Fg%2F11l2cqmpvs!19sChIJYVtBgEwZqwcRdnSVWb_4q8Q?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1716,Reforço Escolar Carrossel de Conhecimentos,(81) 99203-4505,"R. João Bezerra de Menezes, 6",Recife-PN,Centro educacional,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Carrossel+de+Conhecimentos/data=!4m7!3m6!1s0x7ab19baea219859:0x1df105dc86949587!8m2!3d-8.0173948!4d-34.8802658!16s%2Fg%2F11trm2fwd1!19sChIJWZgh6roZqwcRh5WUhtwF8R0?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1717,ZD Desenvolvimento Pedagógico,(81) 99906-2926,·,Recife-PN,Centro Educacional,"5,0",https://www.google.com/maps/place/ZD+Desenvolvimento+Pedag%C3%B3gico/data=!4m7!3m6!1s0x7ab199d8024db21:0x1c7a8de51a239185!8m2!3d-8.0337759!4d-34.9216954!16s%2Fg%2F11p77s4lzd!19sChIJIdskgJ0ZqwcRhZEjGuWNehw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1718,Apprender Digital,(81) 99911-1907,"Av. Boa Viagem, 4700",Recife-PN,Escola,"5,0",https://www.google.com/maps/place/Apprender+Digital/data=!4m7!3m6!1s0x7ab1fc3027a9b61:0x2c8fa5925bcf2269!8m2!3d-8.1302396!4d-34.8992892!16s%2Fg%2F11y4tk4l3g!19sChIJYZt6AsMfqwcRaSLPW5Kljyw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1719,Reforço Escolar,(81) 99117-9585,"R. Cel. Alfredo Duarte, 556 - Apartamento 201",Recife-PN,Aulas particulares,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar/data=!4m7!3m6!1s0x7ab194c2157f9f5:0x42bf243606940251!8m2!3d-8.0696732!4d-34.9124898!16s%2Fg%2F11ldrnzvks!19sChIJ9flXIUwZqwcRUQKUBjYkv0I?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1720,Reforço Escolar - Bruna,(81) 99710-8318,"Rua Oliveira Fonseca, 351",Recife-PN,Centro Educacional,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+-+Bruna/data=!4m7!3m6!1s0x7ab19ce17de1c33:0xd49b6a968605a776!8m2!3d-8.0282904!4d-34.8801774!16s%2Fg%2F11q83vjl9r!19sChIJMxzeF84ZqwcRdqcFhpZqm9Q?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1721,Rede Educar - reforço escolar e espaço de aprendizagem,(81) 99165-6814,"R. Rosário de Minas, 44",Recife-PN,Instituição educacional,,https://www.google.com/maps/place/Rede+Educar+-+refor%C3%A7o+escolar+e+espa%C3%A7o+de+aprendizagem/data=!4m7!3m6!1s0x7ab1def8ceb9fc1:0x2420e3f717601247!8m2!3d-8.0881931!4d-34.9682963!16s%2Fg%2F11hpcq_b0w!19sChIJwZ_rjO8dqwcRRxJgF_fjICQ?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1722,Reforço Escolar da Tia Ana,(81) 99737-6522,"R. 10 de Novembro, 398",Recife-PN,Ensino Fundamental,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+da+Tia+Ana/data=!4m7!3m6!1s0x7ab1990a65735f7:0xe67d73564cacd1e5!8m2!3d-8.0472551!4d-34.9210022!16s%2Fg%2F11qfwygm7h!19sChIJ9zVXppAZqwcR5dGsTFZzfeY?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1723,Curso Intelecto,(81) 99925-7550,"R. José Hipólito Cardoso, 365 - Casa 5",Recife-PN,Escola,"5,0",https://www.google.com/maps/place/Curso+Intelecto/data=!4m7!3m6!1s0x7ab1e2ebd310ab5:0x2056388812c23532!8m2!3d-8.1426102!4d-34.9095686!16s%2Fg%2F11fxcdz5dr!19sChIJtQoxvS4eqwcRMjXCEog4ViA?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1724,REFORÇO ESCOLAR - EDUCAÇÃO EM FOCO - APOIO PEDAGOGICO.,(81) 99513-2145,·,Recife-PN,Instituição educacional,"5,0",https://www.google.com/maps/place/REFOR%C3%87O+ESCOLAR+-+EDUCA%C3%87%C3%83O+EM+FOCO+-+APOIO+PEDAGOGICO./data=!4m7!3m6!1s0x7ab1995de34fe07:0x9f2ccbc72ab8ce0f!8m2!3d-8.0177984!4d-34.9257557!16s%2Fg%2F11qr79c8rb!19sChIJB_403pUZqwcRD864KsfLLJ8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1725,Aula de Reforço,(83) 98811-5897,·,Recife-PN,Escola,,https://www.google.com/maps/place/Aula+de+Refor%C3%A7o/data=!4m7!3m6!1s0x7ab199b3c5f95a5:0x1741b000fd8566ec!8m2!3d-8.0435014!4d-34.9478783!16s%2Fg%2F11srz20t1r!19sChIJpZVfPJsZqwcR7GaF_QCwQRc?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1726,Reforço Escolar Prof. João,(81) 98912-7746,"R. Lorena, 279",Recife-PN,Centro Educacional,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+Prof.+Jo%C3%A3o/data=!4m7!3m6!1s0x7ab1f002ee8705d:0xdc650f3d0407f96d!8m2!3d-8.0812776!4d-34.944952!16s%2Fg%2F11y42smk3g!19sChIJXXDoLgAfqwcRbfkHBD0PZdw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1727,SOS Estudos,(81) 99204-5995,"R. Alfredo Fernandes, 77",Recife-PN,Aulas particulares,"5,0",https://www.google.com/maps/place/SOS+Estudos/data=!4m7!3m6!1s0x7ab1944774b1a0d:0x9af187384a3fe344!8m2!3d-8.0361899!4d-34.9145447!16s%2Fg%2F11v41lktg7!19sChIJDRpLd0QZqwcRROM_SjiH8Zo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1728,Reforço Escolar e preparatório pra concursos,(81) 98121-3840,Atendimento online,Recife-PN,Instituição educacional,,https://www.google.com/maps/place/Refor%C3%A7o+Escolar+e+preparat%C3%B3rio+pra+concursos/data=!4m7!3m6!1s0x7ab3d7a48fce421:0xd89de77fa0ae4a7d!8m2!3d-8.019254!4d-34.9063511!16s%2Fg%2F11p06yvptz!19sChIJIeT8SHo9qwcRfUquoH_nndg?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1729,Avante - Preparando Você para o Futuro,(81) 3314-4636,"R. Padre Bernadino Pessoa, 392",Recife-PN,Escola,"5,0",https://www.google.com/maps/place/Avante+-+Preparando+Voc%C3%AA+para+o+Futuro/data=!4m7!3m6!1s0x7ab1fa862a97f97:0x5ad90f4add324fc9!8m2!3d-8.1131013!4d-34.8961917!16s%2Fg%2F11clv8c27n!19sChIJl3-pYqgfqwcRyU8y3UoP2Vo?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1730,Base do saber,(81) 98495-7850,1ª Tv. Genoveva,Recife-PN,Aulas particulares,"5,0",https://www.google.com/maps/place/Base+do+saber/data=!4m7!3m6!1s0x7ab1f83ebd69b0f:0x6efb8b50a3622f06!8m2!3d-8.1391589!4d-34.9446372!16s%2Fg%2F11mxqqvt5b!19sChIJD5vW64MfqwcRBi9io1CL-24?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1731,Aulas particulares personalizadas professor Andre Anjo,(81) 99972-8975,"R. Fidélis Moliterno, 386",Recife-PN,Aulas particulares,"5,0",https://www.google.com/maps/place/Aulas+particulares+personalizadas+professor+Andre+Anjo/data=!4m7!3m6!1s0x7ab19fa1a4bb755:0xc5902b05e5e9f0c5!8m2!3d-8.0559555!4d-34.9183834!16s%2Fg%2F11jl22kpdn!19sChIJVbdLGvoZqwcRxfDp5QUrkMU?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1732,Apoio Escolar,(81) 99723-6996,·,Recife-PN,Centro Educacional,"5,0",https://www.google.com/maps/place/Apoio+Escolar/data=!4m7!3m6!1s0x7ab1faa22f3bed3:0x4948bbe9e22cb9cf!8m2!3d-8.0738412!4d-34.9226755!16s%2Fg%2F11q969fv6q!19sChIJ077zIqofqwcRz7ks4um7SEk?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1733,REFORÇO ESCOLAR TIA BIA,(81) 99730-9777,·,Recife-PN,Escola mista,,https://www.google.com/maps/place/REFOR%C3%87O+ESCOLAR+TIA+BIA/data=!4m7!3m6!1s0x7ab19e3c04933f1:0x44162994b8ccc594!8m2!3d-8.041877!4d-34.8811463!16s%2Fg%2F11gv0qh2pt!19sChIJ8TNJwOMZqwcRlMXMuJQpFkQ?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1734,Profa. Rita Rafael - Português e Redação para Concursos,(81) 99921-1196,"R. Mamanguape, 561",Recife-PN,Aulas particulares,,https://www.google.com/maps/place/Profa.+Rita+Rafael+-+Portugu%C3%AAs+e+Reda%C3%A7%C3%A3o+para+Concursos/data=!4m7!3m6!1s0x7ab1fc6fd8bcd2b:0x83de56c41bcf5e73!8m2!3d-8.1151631!4d-34.8990784!16s%2Fg%2F11sg32x4s6!19sChIJK82L_cYfqwcRc17PG8RW3oM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1735,NCN PEDAGÓGICO,(81) 98870-8500,·,Recife-PN,Escola,"5,0",https://www.google.com/maps/place/NCN+PEDAG%C3%93GICO/data=!4m7!3m6!1s0x7ab193762212899:0x3482b2b07d4084a6!8m2!3d-8.0502222!4d-34.9190657!16s%2Fg%2F11gw0tgb8b!19sChIJmSghYjcZqwcRpoRAfbCygjQ?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1736,NAPP - NÚCLEO DE ATENDIMENTO PEDAGÓGICO E PSICOPEDAGÓGICO,(81) 98830-5782,"Av. Dois Rios, 463",Recife-PN,Instituição educacional,"5,0",https://www.google.com/maps/place/NAPP+-+N%C3%9ACLEO+DE+ATENDIMENTO+PEDAG%C3%93GICO+E+PSICOPEDAG%C3%93GICO/data=!4m7!3m6!1s0x7ab1f8be0475a4d:0x3e7285faa15aa4f7!8m2!3d-8.1122257!4d-34.9378867!16s%2Fg%2F11kg_0n4bq!19sChIJTVpH4IsfqwcR96RaofqFcj4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1737,Ricardo Spinelli Matemática,(81) 99874-2716,"Empresarial Santana - Rua de Sant` Anna, 267",Recife-PN,Escola,"5,0",https://www.google.com/maps/place/Ricardo+Spinelli+Matem%C3%A1tica/data=!4m7!3m6!1s0x7ab1943cf94a1cb:0x6ca7e630f5174845!8m2!3d-8.0399191!4d-34.9161593!16s%2Fg%2F11jz4t_8jd!19sChIJy6GUz0MZqwcRRUgX9TDmp2w?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1738,Reforço Escolar da Tia Lu,(81) 98508-8099,"R. Ten. Agnaldo Lima, 231",Recife-PN,Aulas particulares,"5,0",https://www.google.com/maps/place/Refor%C3%A7o+Escolar+da+Tia+Lu/data=!4m7!3m6!1s0x7ab3f7ec8f833af:0xf1ba2b74d8f9f56e!8m2!3d-7.8932985!4d-34.8343682!16s%2Fg%2F11g_zm4zlg!19sChIJrzP4yH4_qwcRbvX52HQruvE?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1739,Cursos & Cia Reforço,(81) 99655-0180,"R. Nossa Sra. do Carmo do Janga, 472",Recife-PN,Aulas particulares,"5,0",https://www.google.com/maps/place/Cursos+%26+Cia+Refor%C3%A7o/data=!4m7!3m6!1s0x7ab3dd0b4ecf9f7:0xc6a5047246d787d3!8m2!3d-7.937375!4d-34.82817!16s%2Fg%2F11b6qgz3bl!19sChIJ9_nstNA9qwcR04fXRnIEpcY?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1740,Espaço Seja Sol,(81) 98564-4644,"Av. Pref. Mario Henrique Mafra, 358",Recife-PN,Centro escolar,"5,0",https://www.google.com/maps/place/Espa%C3%A7o+Seja+Sol/data=!4m7!3m6!1s0x7ab05703897f335:0x692f61304fece072!8m2!3d-8.0015492!4d-35.0391077!16s%2Fg%2F11rc2fkn83!19sChIJNfOXOHAFqwcRcuDsTzBhL2k?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1741,Curso CICA - Parnamirim,(81) 3442-2000,"Shopping, R. João Tude de Melo, 77 - loja107",Recife-PN,Escola preparatória,"4,9",https://www.google.com/maps/place/Curso+CICA+-+Parnamirim/data=!4m7!3m6!1s0x7ab19aa9bbd0ffd:0xe251beec89f17899!8m2!3d-8.035466!4d-34.9085258!16s%2Fg%2F1yfdq_t9x!19sChIJ_Q-9m6oZqwcRmXjxiey-UeI?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1742,Curso CICA - Boa Viagem,(81) 3061-3000,"R. Ten. João Cícero, 175",Recife-PN,Escola preparatória,"4,6",https://www.google.com/maps/place/Curso+CICA+-+Boa+Viagem/data=!4m7!3m6!1s0x7ab1fa64c416119:0xe371c0ac6f0b0e4a!8m2!3d-8.1136475!4d-34.8937323!16s%2Fg%2F1pv0rv3xk!19sChIJGWFBTKYfqwcRSg4Lb6zAceM?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1743,QI+ Reforço escolar,(81) 99838-5539,·,Recife-PN,Aulas particulares,,https://www.google.com/maps/place/QI%2B+Refor%C3%A7o+escolar/data=!4m7!3m6!1s0x7ab19a66434e523:0xddeb3244b45962bd!8m2!3d-14.4095262!4d-51.31668!16s%2Fg%2F11q1t14c21!19sChIJI-U0ZKYZqwcRvWJZtEQy690?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1744,REFORÇO ESCOLAR DISCENTE DE SUCESSO,(81) 98128-8118,"R. Prof. Antônio Coelho, 40",Recife-PN,Aulas particulares,"4,9",https://www.google.com/maps/place/REFOR%C3%87O+ESCOLAR+DISCENTE+DE+SUCESSO/data=!4m7!3m6!1s0x7ab196456369485:0x285667f8bec4fec0!8m2!3d-8.0383156!4d-34.9440192!16s%2Fg%2F11j2z18f1h!19sChIJhZQ2VmQZqwcRwP7EvvhnVig?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1745,Alfaminha Educação Infantil no Recife,(81) 98840-0795,·,Recife-PN,Pré-escola,"4,4",https://www.google.com/maps/place/Alfaminha+Educa%C3%A7%C3%A3o+Infantil+no+Recife/data=!4m7!3m6!1s0x7ab19207d343717:0x7facd1c768ae0729!8m2!3d-8.0565287!4d-34.9072594!16s%2Fg%2F1txnpn_6!19sChIJFzc0fSAZqwcRKQeuaMfRrH8?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1746,NABASE,(81) 99149-1814,·,Recife-PN,Aulas particulares,"5,0",https://www.google.com/maps/place/NABASE/data=!4m7!3m6!1s0x475a8a8d525fe4d7:0xbe48b541bcbc0bf4!8m2!3d-8.1458931!4d-35.0430071!16s%2Fg%2F11xmhgtx62!19sChIJ1-RfUo2KWkcR9Au8vEG1SL4?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1747,Centro Escolar Carochinha,(81) 3268-6501,·,Recife-PN,Escola de educação geral,,https://www.google.com/maps/place/Centro+Escolar+Carochinha/data=!4m7!3m6!1s0x7ab190b9c9cbfe1:0x803906e75b328334!8m2!3d-8.0396007!4d-34.9197328!16s%2Fg%2F1trpldp9!19sChIJ4b-cnAsZqwcRNIMyW-cGOYA?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1748,Flávia Dias Psicopedagoga,(81) 99931-6645,·,Recife-PN,Clínica de psicopedagogia,"5,0",https://www.google.com/maps/place/Fl%C3%A1via+Dias+Psicopedagoga/data=!4m7!3m6!1s0x7ab199954480e6b:0x49f0bf81acec59ad!8m2!3d-8.0607777!4d-34.8994895!16s%2Fg%2F11x0h4wxfz!19sChIJaw5IVJkZqwcRrVnsrIG_8Ek?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
1749,Professora Yasmim - Aulas de Matemática e Física,(81) 99867-6084,·,Recife-PN,Aulas particulares,"5,0",https://www.google.com/maps/place/Professora+Yasmim+-+Aulas+de+Matem%C3%A1tica+e+F%C3%ADsica/data=!4m7!3m6!1s0x2d2d4160cf5dddc5:0x2c148aaa8e79866b!8m2!3d-8.0433112!4d-34.934217!16s%2Fg%2F11wvbv6l9p!19sChIJxd1dz2BBLS0Ra4Z5jqqKFCw?authuser=0&hl=pt-BR&rclk=1,novo,2026-01-27 14:07:56,2026-01-27 14:07:56
